Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA,P>2.5,P<2.5
SP1,05/03/2023,Valladolid,Espanol,2,1,H,2.59,3.24,3.0,2.31,1.67
SP1,05/03/2023,Barcelona,Valencia,1,0,H,1.53,4.42,6.57,1.86,2.03
SP1,05/03/2023,Vallecano,Ath Bilbao,0,0,D,3.18,3.08,2.57,2.49,1.58
SP1,05/03/2023,Betis,Real Madrid,0,0,D,4.64,3.93,1.79,1.86,2.04
SP1,06/03/2023,Osasuna,Celta,0,0,D,2.85,3.07,2.86,2.53,1.57
SP1,10/03/2023,Cadiz,Getafe,2,2,D,2.57,2.87,3.51,3.22,1.38
SP1,11/03/2023,Real Madrid,Espanol,3,1,H,1.27,6.17,11.72,1.64,2.34
SP1,11/03/2023,Elche,Valladolid,1,1,D,2.72,3.35,2.77,2.15,1.76
SP1,11/03/2023,Celta,Vallecano,3,0,H,2.13,3.2,4.05,2.47,1.59
SP1,11/03/2023,Valencia,Osasuna,1,0,H,2.12,3.24,4.04,2.52,1.57
SP1,12/03/2023,Mallorca,Sociedad,1,1,D,3.68,2.92,2.42,2.99,1.42
SP1,12/03/2023,Sevilla,Almeria,2,1,H,1.77,3.73,5.09,1.93,1.96
SP1,12/03/2023,Villarreal,Betis,1,1,D,2.01,3.75,3.79,1.93,1.96
SP1,12/03/2023,Ath Bilbao,Barcelona,0,1,A,3.61,3.42,2.18,2.17,1.75
SP1,13/03/2023,Girona,Ath Madrid,0,1,A,3.75,3.4,2.14,2.17,1.74
SP1,17/03/2023,Valladolid,Ath Bilbao,1,3,A,4.46,3.76,1.87,1.97,1.93
SP1,18/03/2023,Almeria,Cadiz,1,1,D,2.1,3.43,3.85,2.12,1.78
SP1,18/03/2023,Vallecano,Girona,2,2,D,2.11,3.44,3.79,2.17,1.75
SP1,18/03/2023,Espanol,Celta,1,3,A,2.94,3.24,2.64,2.34,1.65
SP1,18/03/2023,Ath Madrid,Valencia,3,0,H,1.56,4.05,7.06,2.19,1.74
SP1,19/03/2023,Betis,Mallorca,1,0,H,1.89,3.31,5.05,2.59,1.54
SP1,19/03/2023,Osasuna,Villarreal,0,3,A,3.2,3.25,2.46,2.32,1.66
SP1,19/03/2023,Sociedad,Elche,2,0,H,1.41,4.67,9.19,2.02,1.87
SP1,19/03/2023,Getafe,Sevilla,2,0,H,3.04,3.07,2.69,2.66,1.52
SP1,19/03/2023,Barcelona,Real Madrid,2,1,H,2.25,3.56,3.31,1.89,2.0
SP1,31/03/2023,Mallorca,Osasuna,0,0,D,2.26,2.87,4.21,3.21,1.38
SP1,01/04/2023,Girona,Espanol,2,1,H,1.94,3.5,4.38,2.03,1.86
SP1,01/04/2023,Ath Bilbao,Getafe,0,0,D,1.63,3.7,6.74,2.51,1.57
SP1,01/04/2023,Cadiz,Sevilla,0,2,A,3.4,3.14,2.41,2.43,1.61
SP1,01/04/2023,Elche,Barcelona,0,4,A,9.78,5.37,1.34,1.74,2.18
SP1,02/04/2023,Celta,Almeria,2,2,D,1.58,4.22,6.21,1.9,1.99
SP1,02/04/2023,Real Madrid,Valladolid,6,0,H,1.21,7.44,13.47,1.43,2.9
SP1,02/04/2023,Villarreal,Sociedad,2,0,H,2.46,3.23,3.21,2.27,1.68
SP1,02/04/2023,Ath Madrid,Betis,1,0,H,1.54,4.27,6.78,2.01,1.88
SP1,03/04/2023,Valencia,Vallecano,1,1,D,2.16,3.23,3.91,2.43,1.61
SP1,07/04/2023,Sevilla,Celta,2,2,D,2.22,3.41,3.58,2.2,1.74
SP1,08/04/2023,Osasuna,Elche,2,1,H,1.77,3.57,5.39,2.38,1.63
SP1,08/04/2023,Espanol,Ath Bilbao,1,2,A,3.59,3.24,2.27,2.39,1.63
SP1,08/04/2023,Sociedad,Getafe,2,0,H,1.71,3.43,6.46,2.78,1.49
SP1,08/04/2023,Real Madrid,Villarreal,2,3,A,1.54,4.57,6.15,1.64,2.36
SP1,09/04/2023,Valladolid,Mallorca,3,3,D,2.66,2.83,3.36,3.01,1.41
SP1,09/04/2023,Betis,Cadiz,0,2,A,1.68,3.76,5.96,2.19,1.74
SP1,09/04/2023,Almeria,Valencia,2,1,H,3.13,3.38,2.43,2.08,1.81
SP1,09/04/2023,Vallecano,Ath Madrid,1,2,A,4.68,3.45,1.9,2.39,1.63
SP1,10/04/2023,Barcelona,Girona,0,0,D,1.31,5.83,10.1,1.63,2.39
SP1,14/04/2023,Vallecano,Osasuna,2,1,H,2.22,3.13,3.87,2.5,1.58
SP1,15/04/2023,Villarreal,Valladolid,1,2,A,1.44,4.96,7.39,1.65,2.35
SP1,15/04/2023,Ath Bilbao,Sociedad,2,0,H,2.3,3.15,3.62,2.48,1.58
SP1,15/04/2023,Betis,Espanol,3,1,H,1.85,3.6,4.74,2.19,1.74
SP1,15/04/2023,Cadiz,Real Madrid,0,2,A,5.79,4.3,1.6,1.81,2.09
SP1,16/04/2023,Girona,Elche,2,0,H,1.54,4.37,6.51,1.86,2.03
SP1,16/04/2023,Getafe,Barcelona,0,0,D,6.37,3.9,1.62,2.26,1.69
SP1,16/04/2023,Ath Madrid,Almeria,2,1,H,1.23,6.46,14.07,1.6,2.43
SP1,16/04/2023,Valencia,Sevilla,0,2,A,2.22,3.31,3.63,2.34,1.65
SP1,17/04/2023,Celta,Mallorca,0,1,A,1.82,3.36,5.5,2.67,1.52
SP1,21/04/2023,Espanol,Cadiz,0,0,D,2.1,3.37,4.0,2.42,1.63
SP1,22/04/2023,Osasuna,Betis,3,2,H,2.7,3.18,2.92,2.48,1.58
SP1,22/04/2023,Almeria,Ath Bilbao,1,2,A,4.16,3.78,1.91,1.91,1.98
SP1,22/04/2023,Sociedad,Vallecano,2,1,H,1.67,3.69,6.17,2.38,1.63
SP1,22/04/2023,Valladolid,Girona,1,0,H,2.49,3.52,2.93,1.94,1.94
SP1,22/04/2023,Real Madrid,Celta,2,0,H,1.38,5.42,8.07,1.58,2.48
SP1,23/04/2023,Elche,Valencia,0,2,A,4.53,3.58,1.89,2.26,1.69
SP1,23/04/2023,Barcelona,Ath Madrid,1,0,H,1.98,3.47,4.23,2.19,1.73
SP1,23/04/2023,Mallorca,Getafe,3,1,H,2.41,2.8,3.92,3.37,1.35
SP1,23/04/2023,Sevilla,Villarreal,2,1,H,2.87,3.46,2.57,2.0,1.89
SP1,25/04/2023,Cadiz,Osasuna,0,1,A,2.4,3.22,3.39,2.5,1.59
SP1,25/04/2023,Girona,Real Madrid,4,2,H,5.56,4.55,1.6,1.58,2.53
SP1,25/04/2023,Betis,Sociedad,0,0,D,2.88,3.28,2.71,2.39,1.64
SP1,26/04/2023,Ath Madrid,Mallorca,3,1,H,1.43,4.3,9.97,2.36,1.64
SP1,26/04/2023,Getafe,Almeria,1,2,A,1.9,3.53,4.53,2.28,1.68
SP1,26/04/2023,Celta,Elche,1,0,H,1.33,5.33,10.76,1.79,2.11
SP1,26/04/2023,Vallecano,Barcelona,2,1,H,5.02,3.84,1.75,2.11,1.79
SP1,27/04/2023,Valencia,Valladolid,2,1,H,1.75,3.85,5.03,1.94,1.94
SP1,27/04/2023,Villarreal,Espanol,4,2,H,1.6,4.17,6.01,1.87,2.02
SP1,27/04/2023,Ath Bilbao,Sevilla,0,1,A,1.8,3.73,4.85,2.12,1.78
SP1,28/04/2023,Osasuna,Sociedad,0,2,A,4.02,3.02,2.26,3.08,1.41
SP1,29/04/2023,Elche,Vallecano,4,0,H,4.84,3.6,1.83,2.23,1.7
SP1,29/04/2023,Real Madrid,Almeria,4,2,H,1.17,8.84,14.49,1.36,3.24
SP1,29/04/2023,Barcelona,Betis,4,0,H,1.36,5.35,9.18,1.69,2.26
SP1,30/04/2023,Cadiz,Valencia,2,1,H,3.04,3.25,2.56,2.35,1.65
SP1,30/04/2023,Villarreal,Celta,3,1,H,1.83,3.93,4.34,1.89,2.0
SP1,30/04/2023,Espanol,Getafe,1,0,H,2.44,3.03,3.48,2.75,1.49
SP1,30/04/2023,Valladolid,Ath Madrid,2,5,A,5.41,4.12,1.66,1.87,2.02
SP1,01/05/2023,Mallorca,Ath Bilbao,1,1,D,3.66,3.05,2.34,2.9,1.44
SP1,01/05/2023,Sevilla,Girona,0,2,A,2.01,3.55,4.02,2.0,1.89
SP2,12/08/2022,Levante,Huesca,0,0,D,1.6,4.03,6.38,2.0,1.88
SP2,13/08/2022,Eibar,Tenerife,2,1,H,2.17,3.03,4.23,2.66,1.52
SP2,13/08/2022,Mirandes,Sp Gijon,1,1,D,2.68,3.34,2.82,2.13,1.77
SP2,13/08/2022,Leganes,Alaves,1,2,A,2.81,3.15,2.83,2.39,1.63
SP2,13/08/2022,Las Palmas,Zaragoza,0,0,D,1.99,3.43,4.27,2.28,1.68
SP2,14/08/2022,Santander,Villarreal B,0,2,A,2.16,3.1,3.96,2.57,1.53
SP2,14/08/2022,Ibiza,Granada,0,2,A,3.27,3.13,2.42,2.11,1.76
SP2,14/08/2022,Burgos,Malaga,1,0,H,2.67,2.94,3.1,2.66,1.5
SP2,15/08/2022,Oviedo,Andorra,0,1,A,1.68,3.61,5.85,2.23,1.68
SP2,15/08/2022,Lugo,Albacete,1,2,A,2.29,3.07,3.62,2.41,1.59
SP2,15/08/2022,Cartagena,Ponferradina,2,3,A,2.24,3.19,3.57,2.35,1.62
SP2,19/08/2022,Villarreal B,Eibar,2,2,D,3.22,3.08,2.55,2.28,1.68
SP2,19/08/2022,Alaves,Mirandes,1,0,H,1.7,3.74,5.65,2.02,1.87
SP2,20/08/2022,Sp Gijon,Andorra,4,1,H,1.74,3.66,5.48,2.31,1.67
SP2,20/08/2022,Albacete,Burgos,0,0,D,2.19,3.15,3.94,2.6,1.54
SP2,20/08/2022,Zaragoza,Levante,0,0,D,3.0,3.22,2.61,2.29,1.68
SP2,20/08/2022,Granada,Santander,2,0,H,1.55,4.2,6.76,1.99,1.89
SP2,21/08/2022,Oviedo,Leganes,1,0,H,2.07,3.02,4.44,2.79,1.46
SP2,21/08/2022,Huesca,Cartagena,2,3,A,2.03,3.31,4.09,2.24,1.68
SP2,21/08/2022,Tenerife,Lugo,1,1,D,1.61,3.64,6.69,2.39,1.6
SP2,22/08/2022,Ponferradina,Ibiza,2,1,H,2.11,3.3,3.81,2.24,1.68
SP2,22/08/2022,Malaga,Las Palmas,0,4,A,2.81,2.98,2.88,2.4,1.6
SP2,26/08/2022,Albacete,Huesca,2,1,H,2.56,3.11,3.18,2.39,1.63
SP2,26/08/2022,Cartagena,Zaragoza,1,0,H,2.63,3.08,3.09,2.43,1.61
SP2,27/08/2022,Sp Gijon,Burgos,0,0,D,1.83,3.46,5.18,2.46,1.6
SP2,27/08/2022,Lugo,Leganes,1,0,H,3.12,2.93,2.74,2.7,1.51
SP2,27/08/2022,Mirandes,Malaga,1,3,A,2.42,3.15,3.36,2.27,1.68
SP2,27/08/2022,Levante,Tenerife,2,0,H,1.93,3.44,4.54,2.3,1.67
SP2,28/08/2022,Santander,Oviedo,0,1,A,3.05,2.98,2.67,2.58,1.52
SP2,28/08/2022,Eibar,Ponferradina,1,0,H,1.66,3.78,5.67,2.02,1.84
SP2,28/08/2022,Ibiza,Alaves,1,1,D,3.25,3.24,2.36,2.22,1.69
SP2,29/08/2022,Granada,Villarreal B,3,0,H,1.62,3.82,6.13,2.07,1.79
SP2,29/08/2022,Las Palmas,Andorra,2,0,H,1.7,3.62,5.54,2.13,1.75
SP2,02/09/2022,Leganes,Eibar,2,1,H,2.59,3.03,3.22,2.67,1.52
SP2,03/09/2022,Alaves,Las Palmas,1,1,D,2.24,3.25,3.64,2.18,1.74
SP2,03/09/2022,Villarreal B,Mirandes,3,0,H,2.19,3.5,3.51,1.93,1.95
SP2,03/09/2022,Ponferradina,Sp Gijon,1,3,A,2.81,3.26,2.74,2.17,1.75
SP2,03/09/2022,Tenerife,Santander,1,0,H,1.78,3.54,5.38,2.44,1.6
SP2,04/09/2022,Andorra,Granada,1,0,H,3.64,3.27,2.23,2.25,1.7
SP2,04/09/2022,Malaga,Albacete,1,2,A,2.05,3.24,4.12,2.31,1.64
SP2,04/09/2022,Burgos,Cartagena,1,0,H,2.63,3.17,2.91,2.22,1.68
SP2,04/09/2022,Huesca,Ibiza,3,0,H,1.98,3.48,4.04,2.12,1.75
SP2,04/09/2022,Zaragoza,Lugo,1,2,A,1.78,3.4,5.42,2.44,1.58
SP2,05/09/2022,Oviedo,Levante,1,1,D,2.86,2.91,2.9,2.61,1.52
SP2,09/09/2022,Las Palmas,Leganes,1,0,H,1.98,3.34,4.46,2.42,1.61
SP2,10/09/2022,Lugo,Alaves,1,2,A,3.56,3.18,2.31,2.33,1.65
SP2,10/09/2022,Burgos,Oviedo,0,0,D,2.96,2.88,2.91,2.83,1.47
SP2,10/09/2022,Cartagena,Albacete,2,1,H,2.21,3.26,3.71,2.26,1.69
SP2,10/09/2022,Levante,Villarreal B,4,1,H,1.61,4.06,6.09,1.89,2.0
SP2,11/09/2022,Sp Gijon,Santander,0,2,A,1.55,3.87,7.1,2.28,1.66
SP2,11/09/2022,Ibiza,Tenerife,1,0,H,3.01,2.94,2.73,2.49,1.56
SP2,11/09/2022,Mirandes,Andorra,1,1,D,2.25,3.39,3.34,2.04,1.82
SP2,11/09/2022,Ponferradina,Zaragoza,1,2,A,2.48,3.09,3.21,2.27,1.66
SP2,11/09/2022,Huesca,Malaga,1,0,H,2.04,3.27,4.1,2.21,1.69
SP2,12/09/2022,Eibar,Granada,4,0,H,2.79,2.99,2.9,2.35,1.62
SP2,16/09/2022,Levante,Cartagena,0,1,A,1.68,4.04,5.27,1.83,2.05
SP2,17/09/2022,Villarreal B,Lugo,3,1,H,1.86,3.6,4.67,2.12,1.78
SP2,17/09/2022,Oviedo,Ibiza,0,1,A,1.82,3.37,5.45,2.42,1.61
SP2,17/09/2022,Andorra,Eibar,2,0,H,3.44,3.1,2.41,2.36,1.64
SP2,17/09/2022,Granada,Mirandes,2,1,H,1.52,4.32,7.07,1.84,2.06
SP2,17/09/2022,Zaragoza,Sp Gijon,1,0,H,2.4,3.05,3.4,2.53,1.54
SP2,18/09/2022,Leganes,Burgos,0,0,D,1.89,3.35,4.65,2.53,1.54
SP2,18/09/2022,Alaves,Huesca,2,1,H,1.97,3.35,4.25,2.25,1.67
SP2,18/09/2022,Santander,Las Palmas,0,0,D,3.25,3.1,2.45,2.32,1.63
SP2,18/09/2022,Albacete,Ponferradina,0,1,A,2.13,3.29,3.74,2.08,1.78
SP2,19/09/2022,Tenerife,Malaga,3,1,H,2.08,3.22,4.03,2.42,1.59
SP2,23/09/2022,Sp Gijon,Ibiza,2,1,H,1.93,3.42,4.61,2.35,1.64
SP2,24/09/2022,Huesca,Leganes,1,0,H,2.49,3.04,3.36,2.59,1.54
SP2,24/09/2022,Mirandes,Zaragoza,2,0,H,3.03,3.22,2.59,2.28,1.68
SP2,24/09/2022,Malaga,Villarreal B,1,1,D,2.27,3.28,3.54,2.15,1.76
SP2,24/09/2022,Ponferradina,Tenerife,2,2,D,2.82,3.12,2.84,2.32,1.66
SP2,25/09/2022,Burgos,Levante,0,0,D,3.51,3.12,2.31,2.54,1.54
SP2,25/09/2022,Lugo,Oviedo,0,0,D,3.4,2.96,2.46,2.58,1.53
SP2,25/09/2022,Albacete,Andorra,1,1,D,1.91,3.52,4.28,2.23,1.68
SP2,25/09/2022,Eibar,Santander,2,1,H,1.56,3.87,7.04,2.25,1.67
SP2,26/09/2022,Cartagena,Alaves,1,1,D,2.64,3.39,2.74,2.06,1.81
SP2,26/09/2022,Las Palmas,Granada,2,0,H,2.51,3.17,3.08,2.2,1.7
SP2,30/09/2022,Tenerife,Sp Gijon,1,1,D,2.25,3.07,3.86,2.72,1.5
SP2,01/10/2022,Mirandes,Las Palmas,3,3,D,3.49,3.31,2.28,2.08,1.83
SP2,01/10/2022,Santander,Malaga,0,0,D,2.41,3.17,3.35,2.4,1.62
SP2,01/10/2022,Andorra,Levante,3,1,H,3.46,3.27,2.31,2.29,1.68
SP2,01/10/2022,Villarreal B,Burgos,0,0,D,2.13,3.24,3.98,2.47,1.59
SP2,02/10/2022,Alaves,Ponferradina,3,1,H,1.94,3.44,4.25,2.12,1.75
SP2,02/10/2022,Leganes,Albacete,1,2,A,2.03,3.33,4.07,2.55,1.54
SP2,02/10/2022,Granada,Huesca,0,0,D,1.69,3.54,5.85,2.14,1.74
SP2,02/10/2022,Oviedo,Cartagena,1,3,A,2.18,3.09,3.89,2.41,1.59
SP2,02/10/2022,Ibiza,Lugo,3,2,H,1.9,3.39,4.55,2.25,1.68
SP2,03/10/2022,Zaragoza,Eibar,0,0,D,2.78,3.13,2.79,2.47,1.57
SP2,07/10/2022,Sp Gijon,Villarreal B,3,1,H,1.86,3.48,4.73,2.22,1.7
SP2,08/10/2022,Ponferradina,Granada,0,0,D,3.14,3.37,2.4,2.07,1.81
SP2,08/10/2022,Huesca,Lugo,1,1,D,1.75,3.6,5.33,2.2,1.71
SP2,08/10/2022,Las Palmas,Ibiza,0,0,D,1.63,3.85,6.06,2.05,1.83
SP2,08/10/2022,Burgos,Alaves,3,0,H,3.0,3.08,2.67,2.63,1.52
SP2,09/10/2022,Cartagena,Leganes,1,2,A,2.31,3.0,3.59,2.43,1.57
SP2,09/10/2022,Zaragoza,Oviedo,1,1,D,2.28,2.97,3.72,2.78,1.45
SP2,09/10/2022,Albacete,Tenerife,1,1,D,2.33,3.2,3.3,2.41,1.58
SP2,09/10/2022,Levante,Santander,0,1,A,1.66,3.73,5.56,2.05,1.79
SP2,09/10/2022,Malaga,Andorra,0,0,D,2.06,3.36,3.8,2.27,1.65
SP2,10/10/2022,Eibar,Mirandes,0,0,D,1.58,3.86,6.25,2.15,1.71
SP2,12/10/2022,Villarreal B,Ponferradina,2,2,D,2.42,3.38,3.08,1.94,1.93
SP2,12/10/2022,Andorra,Burgos,0,1,A,2.46,3.08,3.31,2.51,1.56
SP2,12/10/2022,Leganes,Malaga,1,0,H,1.84,3.38,5.09,2.49,1.57
SP2,12/10/2022,Alaves,Albacete,0,0,D,2.1,3.25,4.0,2.21,1.71
SP2,12/10/2022,Oviedo,Huesca,0,1,A,2.41,2.98,3.54,2.8,1.47
SP2,12/10/2022,Tenerife,Cartagena,0,0,D,2.27,3.32,3.42,2.29,1.66
SP2,12/10/2022,Lugo,Las Palmas,0,1,A,3.9,3.11,2.19,2.2,1.71
SP2,12/10/2022,Santander,Zaragoza,1,0,H,3.25,2.95,2.59,2.75,1.48
SP2,13/10/2022,Ibiza,Eibar,1,2,A,3.16,3.31,2.35,2.23,1.67
SP2,13/10/2022,Mirandes,Levante,0,1,A,3.96,3.68,1.92,2.02,1.83
SP2,13/10/2022,Granada,Sp Gijon,5,0,H,1.86,3.41,4.62,2.3,1.63
SP2,15/10/2022,Andorra,Alaves,0,1,A,2.85,3.12,2.76,2.45,1.59
SP2,15/10/2022,Zaragoza,Villarreal B,2,1,H,1.8,3.6,4.93,2.26,1.68
SP2,15/10/2022,Huesca,Santander,0,0,D,2.3,3.15,3.56,2.44,1.59
SP2,15/10/2022,Ponferradina,Las Palmas,0,1,A,3.24,3.21,2.42,2.18,1.72
SP2,15/10/2022,Albacete,Oviedo,1,0,H,2.54,2.99,3.27,2.76,1.48
SP2,16/10/2022,Levante,Leganes,2,1,H,2.03,3.17,4.4,2.44,1.59
SP2,16/10/2022,Burgos,Mirandes,2,1,H,1.8,3.29,5.3,2.29,1.64
SP2,16/10/2022,Malaga,Lugo,3,2,H,1.9,3.21,4.78,2.33,1.62
SP2,16/10/2022,Cartagena,Ibiza,2,0,H,1.75,3.86,4.58,1.93,1.91
SP2,16/10/2022,Tenerife,Granada,2,0,H,3.02,3.08,2.58,2.49,1.55
SP2,17/10/2022,Sp Gijon,Eibar,2,0,H,2.86,3.13,2.67,2.44,1.57
SP2,21/10/2022,Granada,Zaragoza,1,0,H,2.07,3.19,4.21,2.49,1.57
SP2,22/10/2022,Villarreal B,Andorra,1,0,H,2.39,3.45,3.08,2.13,1.76
SP2,22/10/2022,Alaves,Sp Gijon,0,0,D,2.3,3.1,3.64,2.34,1.63
SP2,22/10/2022,Mirandes,Huesca,1,1,D,2.31,3.25,3.41,2.16,1.74
SP2,22/10/2022,Ibiza,Levante,1,2,A,3.4,3.5,2.2,2.03,1.85
SP2,23/10/2022,Santander,Ponferradina,1,1,D,1.98,3.59,3.98,2.07,1.8
SP2,23/10/2022,Lugo,Burgos,2,0,H,2.61,3.07,2.99,2.64,1.5
SP2,23/10/2022,Eibar,Albacete,1,1,D,1.95,3.11,4.69,2.57,1.52
SP2,23/10/2022,Leganes,Tenerife,2,1,H,2.63,2.86,3.18,2.8,1.44
SP2,23/10/2022,Las Palmas,Cartagena,1,0,H,1.77,3.47,5.15,2.23,1.67
SP2,24/10/2022,Oviedo,Malaga,1,0,H,2.21,3.05,3.78,2.67,1.49
SP2,28/10/2022,Tenerife,Zaragoza,0,2,A,2.2,2.93,4.21,3.05,1.4
SP2,29/10/2022,Andorra,Ponferradina,3,0,H,1.98,3.42,4.21,2.18,1.72
SP2,29/10/2022,Huesca,Las Palmas,1,0,H,3.88,3.1,2.2,2.47,1.58
SP2,29/10/2022,Alaves,Oviedo,2,1,H,2.22,2.93,4.13,2.82,1.45
SP2,29/10/2022,Leganes,Santander,0,0,D,2.16,3.02,4.17,2.67,1.51
SP2,29/10/2022,Burgos,Ibiza,2,0,H,2.21,3.06,3.93,2.69,1.5
SP2,30/10/2022,Lugo,Mirandes,0,0,D,2.39,3.33,3.18,2.21,1.7
SP2,30/10/2022,Malaga,Eibar,0,1,A,3.35,3.13,2.34,2.5,1.55
SP2,30/10/2022,Cartagena,Granada,0,0,D,2.55,3.33,2.84,2.06,1.78
SP2,30/10/2022,Albacete,Villarreal B,0,0,D,1.81,3.53,4.74,2.29,1.64
SP2,31/10/2022,Levante,Sp Gijon,1,0,H,2.15,3.28,3.64,2.13,1.74
SP2,01/11/2022,Ponferradina,Huesca,1,0,H,2.84,3.08,2.8,2.33,1.65
SP2,01/11/2022,Zaragoza,Andorra,0,2,A,2.27,3.04,3.8,2.63,1.52
SP2,01/11/2022,Las Palmas,Burgos,0,2,A,1.7,3.42,6.42,2.57,1.54
SP2,01/11/2022,Santander,Alaves,1,1,D,2.86,2.98,2.88,2.65,1.51
SP2,01/11/2022,Ibiza,Leganes,0,2,A,2.73,3.03,2.97,2.67,1.51
SP2,02/11/2022,Eibar,Lugo,1,0,H,1.56,4.01,6.82,2.18,1.72
SP2,02/11/2022,Villarreal B,Oviedo,2,1,H,2.89,3.06,2.78,2.6,1.53
SP2,02/11/2022,Mirandes,Tenerife,1,0,H,2.81,3.18,2.76,2.42,1.6
SP2,03/11/2022,Cartagena,Malaga,2,1,H,1.93,3.23,4.55,2.34,1.61
SP2,03/11/2022,Sp Gijon,Albacete,2,2,D,2.13,3.15,3.66,2.31,1.6
SP2,03/11/2022,Granada,Levante,0,0,D,2.55,2.94,3.22,2.4,1.58
SP2,04/11/2022,Alaves,Zaragoza,1,0,H,2.18,2.94,4.27,2.87,1.44
SP2,05/11/2022,Burgos,Tenerife,0,1,A,2.53,2.96,3.34,2.82,1.45
SP2,05/11/2022,Andorra,Santander,0,1,A,2.17,3.09,3.99,2.59,1.53
SP2,05/11/2022,Huesca,Villarreal B,1,0,H,1.88,3.38,4.84,2.32,1.65
SP2,05/11/2022,Leganes,Ponferradina,2,1,H,1.72,3.55,5.71,2.35,1.63
SP2,06/11/2022,Ibiza,Mirandes,1,1,D,2.45,3.17,3.23,2.29,1.66
SP2,06/11/2022,Oviedo,Granada,1,0,H,2.55,2.93,3.23,2.78,1.44
SP2,06/11/2022,Las Palmas,Eibar,1,1,D,2.06,3.21,4.02,2.34,1.61
SP2,06/11/2022,Malaga,Sp Gijon,1,1,D,2.66,3.09,2.91,2.57,1.52
SP2,06/11/2022,Albacete,Levante,2,3,A,2.59,3.17,2.92,2.32,1.63
SP2,07/11/2022,Lugo,Cartagena,1,1,D,2.72,3.02,2.9,2.58,1.52
SP2,18/11/2022,Granada,Albacete,4,0,H,2.05,3.34,4.04,2.32,1.65
SP2,19/11/2022,Ponferradina,Oviedo,1,1,D,2.75,3.05,2.93,2.47,1.58
SP2,19/11/2022,Sp Gijon,Leganes,2,2,D,2.35,3.01,3.63,2.68,1.5
SP2,19/11/2022,Tenerife,Huesca,2,0,H,2.13,3.04,4.25,2.71,1.5
SP2,19/11/2022,Zaragoza,Malaga,1,1,D,2.05,3.06,4.54,2.79,1.47
SP2,20/11/2022,Villarreal B,Ibiza,1,0,H,2.06,3.34,3.99,2.08,1.79
SP2,20/11/2022,Andorra,Lugo,4,0,H,1.79,3.33,5.34,2.26,1.65
SP2,20/11/2022,Eibar,Alaves,0,0,D,2.11,3.14,3.96,2.45,1.56
SP2,20/11/2022,Santander,Burgos,0,1,A,2.55,2.75,3.47,3.06,1.38
SP2,20/11/2022,Levante,Las Palmas,1,1,D,2.47,3.12,3.14,2.35,1.61
SP2,21/11/2022,Mirandes,Cartagena,2,1,H,2.97,3.14,2.57,2.28,1.64
SP2,25/11/2022,Huesca,Sp Gijon,0,0,D,2.92,3.01,2.8,2.6,1.53
SP2,26/11/2022,Alaves,Villarreal B,2,0,H,1.7,3.61,5.82,2.18,1.72
SP2,26/11/2022,Malaga,Ponferradina,1,0,H,2.28,3.13,3.63,2.41,1.6
SP2,26/11/2022,Albacete,Santander,2,1,H,2.25,3.05,3.83,2.62,1.52
SP2,26/11/2022,Oviedo,Mirandes,1,0,H,2.12,3.03,4.11,2.67,1.49
SP2,26/11/2022,Las Palmas,Tenerife,3,1,H,1.9,3.16,5.18,2.79,1.47
SP2,27/11/2022,Burgos,Zaragoza,2,2,D,2.68,2.86,3.11,2.92,1.41
SP2,27/11/2022,Leganes,Granada,1,0,H,2.62,2.99,3.05,2.77,1.46
SP2,27/11/2022,Lugo,Levante,1,1,D,3.67,3.12,2.21,2.37,1.6
SP2,27/11/2022,Cartagena,Eibar,2,1,H,2.67,3.06,2.91,2.43,1.57
SP2,28/11/2022,Ibiza,Andorra,0,1,A,2.72,3.16,2.78,2.38,1.6
SP2,30/11/2022,Tenerife,Oviedo,0,1,A,2.13,2.89,4.55,3.32,1.35
SP2,02/12/2022,Granada,Alaves,3,1,H,2.36,3.07,3.53,2.66,1.51
SP2,03/12/2022,Zaragoza,Ibiza,2,1,H,1.71,3.53,5.86,2.45,1.58
SP2,03/12/2022,Mirandes,Albacete,4,2,H,2.79,3.13,2.81,2.48,1.57
SP2,03/12/2022,Sp Gijon,Las Palmas,0,1,A,2.78,3.23,2.75,2.49,1.57
SP2,03/12/2022,Villarreal B,Leganes,0,0,D,2.62,2.81,3.38,2.58,1.54
SP2,04/12/2022,Andorra,Cartagena,0,1,A,2.22,3.02,3.8,2.44,1.57
SP2,04/12/2022,Santander,Lugo,0,1,A,1.78,3.37,5.33,2.59,1.51
SP2,04/12/2022,Eibar,Huesca,2,1,H,1.78,3.29,5.52,2.49,1.55
SP2,04/12/2022,Levante,Malaga,1,0,H,1.58,4.02,5.97,2.12,1.74
SP2,05/12/2022,Ponferradina,Burgos,1,2,A,2.82,3.08,2.75,2.5,1.55
SP2,06/12/2022,Leganes,Mirandes,2,2,D,2.01,3.16,4.53,2.63,1.52
SP2,06/12/2022,Oviedo,Las Palmas,0,0,D,3.32,2.9,2.58,2.86,1.44
SP2,06/12/2022,Albacete,Zaragoza,0,0,D,2.61,3.07,3.09,2.54,1.55
SP2,07/12/2022,Cartagena,Villarreal B,0,1,A,1.8,3.42,5.33,2.19,1.72
SP2,07/12/2022,Huesca,Andorra,1,0,H,2.75,2.89,3.1,2.75,1.48
