Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA,P>2.5,P<2.5
D2,11/03/2023,Fortuna Dusseldorf,Heidenheim,1,1,D,2.24,3.45,3.43,2.0,1.89
D2,12/03/2023,Hannover,Hansa Rostock,1,1,D,2.19,3.33,3.69,2.01,1.88
D2,12/03/2023,Holstein Kiel,Regensburg,1,2,A,1.74,4.15,4.67,1.74,2.17
D2,12/03/2023,Karlsruhe,Hamburg,4,2,H,3.08,3.74,2.29,1.61,2.42
D2,17/03/2023,Bielefeld,Nurnberg,2,2,D,2.16,3.36,3.68,2.2,1.71
D2,17/03/2023,Heidenheim,Karlsruhe,5,2,H,2.24,3.39,3.43,1.98,1.89
D2,18/03/2023,Greuther Furth,Magdeburg,3,0,H,1.88,3.92,4.12,1.63,2.37
D2,18/03/2023,Hamburg,Holstein Kiel,0,0,D,1.78,4.21,4.33,1.55,2.58
D2,18/03/2023,Regensburg,Paderborn,1,0,H,3.17,3.57,2.31,1.9,1.99
D2,18/03/2023,Darmstadt,Kaiserslautern,2,0,H,1.88,3.66,4.45,1.94,1.94
D2,19/03/2023,Braunschweig,Hannover,1,0,H,2.61,3.4,2.85,1.83,2.05
D2,19/03/2023,Hansa Rostock,Fortuna Dusseldorf,2,5,A,3.36,3.25,2.37,2.12,1.78
D2,19/03/2023,Sandhausen,St Pauli,0,5,A,4.13,3.63,1.95,1.97,1.91
D2,31/03/2023,Fortuna Dusseldorf,Hamburg,2,2,D,2.51,3.83,2.72,1.58,2.5
D2,31/03/2023,Nurnberg,Darmstadt,0,1,A,3.61,3.35,2.21,2.19,1.73
D2,01/04/2023,Hannover,Sandhausen,3,1,H,1.95,3.84,3.91,1.81,2.08
D2,01/04/2023,Karlsruhe,Braunschweig,1,1,D,1.75,4.07,4.74,1.7,2.25
D2,01/04/2023,St Pauli,Regensburg,1,0,H,1.59,4.07,6.42,1.87,2.03
D2,01/04/2023,Kaiserslautern,Heidenheim,2,2,D,2.65,3.31,2.88,2.08,1.81
D2,02/04/2023,Holstein Kiel,Bielefeld,2,3,A,2.17,3.82,3.26,1.76,2.15
D2,02/04/2023,Magdeburg,Hansa Rostock,3,0,H,2.27,3.64,3.16,1.8,2.1
D2,02/04/2023,Paderborn,Greuther Furth,3,2,H,2.21,3.52,3.44,1.8,2.09
D2,08/04/2023,Braunschweig,Kaiserslautern,1,0,H,2.81,3.22,2.77,2.02,1.88
D2,08/04/2023,Hamburg,Hannover,6,1,H,1.55,4.59,5.93,1.48,2.77
D2,08/04/2023,Nurnberg,Karlsruhe,1,1,D,2.87,3.34,2.63,1.97,1.92
D2,08/04/2023,Heidenheim,St Pauli,0,1,A,2.46,3.31,3.14,2.03,1.87
D2,09/04/2023,Bielefeld,Fortuna Dusseldorf,2,2,D,3.02,3.26,2.57,1.85,2.04
D2,09/04/2023,Darmstadt,Paderborn,2,1,H,2.05,3.79,3.63,1.81,2.08
D2,09/04/2023,Hansa Rostock,Holstein Kiel,2,3,A,2.78,3.29,2.75,1.93,1.96
D2,09/04/2023,Regensburg,Magdeburg,2,2,D,2.45,3.66,2.89,1.81,2.08
D2,09/04/2023,Sandhausen,Greuther Furth,0,2,A,3.88,3.64,2.01,1.88,2.01
D2,14/04/2023,Greuther Furth,Regensburg,2,1,H,1.75,3.92,4.9,1.9,1.99
D2,14/04/2023,Hannover,Heidenheim,0,3,A,3.45,3.49,2.21,1.97,1.92
D2,15/04/2023,Holstein Kiel,Nurnberg,2,1,H,2.13,3.66,3.5,1.82,2.07
D2,15/04/2023,Magdeburg,Sandhausen,1,2,A,1.72,4.11,4.89,1.75,2.16
D2,15/04/2023,Paderborn,Hansa Rostock,3,0,H,1.7,4.08,5.07,1.85,2.05
D2,15/04/2023,Kaiserslautern,Hamburg,2,0,H,3.77,3.91,1.97,1.65,2.34
D2,16/04/2023,Fortuna Dusseldorf,Darmstadt,1,0,H,2.37,3.58,3.05,1.83,2.06
D2,16/04/2023,Karlsruhe,Bielefeld,4,2,H,2.08,3.88,3.44,1.71,2.22
D2,16/04/2023,St Pauli,Braunschweig,1,2,A,1.58,4.28,6.11,1.84,2.06
D2,21/04/2023,Darmstadt,Karlsruhe,2,1,H,1.7,4.13,4.95,1.68,2.29
D2,21/04/2023,Hamburg,St Pauli,4,3,H,2.22,3.69,3.27,1.64,2.36
D2,22/04/2023,Bielefeld,Hannover,1,3,A,1.86,3.87,4.26,1.68,2.27
D2,22/04/2023,Hansa Rostock,Greuther Furth,2,0,H,3.42,3.3,2.31,2.14,1.76
D2,22/04/2023,Nurnberg,Fortuna Dusseldorf,2,0,H,3.33,3.45,2.28,2.03,1.87
D2,22/04/2023,Braunschweig,Magdeburg,1,2,A,2.33,3.66,3.07,1.74,2.18
D2,23/04/2023,Heidenheim,Holstein Kiel,3,0,H,1.84,3.75,4.54,1.81,2.08
D2,23/04/2023,Regensburg,Kaiserslautern,0,0,D,2.67,3.3,2.86,2.11,1.79
D2,23/04/2023,Sandhausen,Paderborn,2,2,D,4.22,4.05,1.83,1.81,2.07
D2,28/04/2023,Greuther Furth,Heidenheim,0,2,A,3.16,3.37,2.41,2.08,1.81
D2,28/04/2023,Paderborn,Braunschweig,5,1,H,1.74,4.17,4.69,1.59,2.48
D2,29/04/2023,Kaiserslautern,Hansa Rostock,0,1,A,2.14,3.4,3.73,2.19,1.73
D2,29/04/2023,Magdeburg,Hamburg,3,2,H,3.54,3.97,2.02,1.49,2.71
D2,29/04/2023,St Pauli,Bielefeld,2,1,H,1.78,3.99,4.58,1.73,2.19
D2,29/04/2023,Hannover,Nurnberg,3,0,H,2.45,3.44,3.05,1.97,1.92
D2,30/04/2023,Fortuna Dusseldorf,Karlsruhe,3,2,H,2.02,4.03,3.49,1.65,2.35
D2,30/04/2023,Holstein Kiel,Darmstadt,0,3,A,3.24,3.83,2.18,1.66,2.32
D2,30/04/2023,Sandhausen,Regensburg,2,1,H,3.2,3.4,2.38,2.06,1.84
I1,13/08/2022,Milan,Udinese,4,2,H,1.43,4.66,8.84,1.77,2.16
I1,13/08/2022,Sampdoria,Atalanta,0,2,A,4.72,3.98,1.78,1.73,2.22
I1,13/08/2022,Lecce,Inter,1,2,A,10.75,5.92,1.31,1.61,2.46
I1,13/08/2022,Monza,Torino,1,2,A,2.64,3.36,2.9,2.09,1.83
I1,14/08/2022,Fiorentina,Cremonese,3,2,H,1.39,5.33,8.49,1.63,2.4
I1,14/08/2022,Lazio,Bologna,2,1,H,1.62,4.29,5.7,1.69,2.29
I1,14/08/2022,Salernitana,Roma,0,1,A,6.65,4.79,1.5,1.82,2.09
I1,14/08/2022,Spezia,Empoli,1,0,H,2.61,3.26,3.01,1.94,1.96
I1,15/08/2022,Verona,Napoli,2,5,A,3.65,3.66,2.1,1.87,2.04
I1,15/08/2022,Juventus,Sassuolo,3,0,H,1.5,4.83,6.61,1.57,2.54
I1,20/08/2022,Torino,Lazio,0,0,D,3.08,3.5,2.43,1.92,1.99
I1,20/08/2022,Udinese,Salernitana,0,0,D,1.77,3.95,4.86,1.79,2.13
I1,20/08/2022,Inter,Spezia,3,0,H,1.18,8.03,17.56,1.35,3.33
I1,20/08/2022,Sassuolo,Lecce,1,0,H,1.81,4.14,4.35,1.64,2.39
I1,21/08/2022,Empoli,Fiorentina,0,0,D,3.89,3.95,1.95,1.71,2.25
I1,21/08/2022,Napoli,Monza,4,0,H,1.35,5.69,9.07,1.53,2.65
I1,21/08/2022,Atalanta,Milan,1,1,D,2.87,3.61,2.52,1.78,2.15
I1,21/08/2022,Bologna,Verona,1,1,D,2.25,3.48,3.44,1.85,2.06
I1,22/08/2022,Roma,Cremonese,1,0,H,1.24,6.33,14.61,1.64,2.37
I1,22/08/2022,Sampdoria,Juventus,0,0,D,6.12,4.1,1.62,1.9,2.0
I1,26/08/2022,Monza,Udinese,1,2,A,3.28,3.45,2.34,1.9,2.01
I1,26/08/2022,Lazio,Inter,3,1,H,4.21,3.78,1.92,1.72,2.24
I1,27/08/2022,Cremonese,Torino,1,2,A,3.34,3.46,2.31,2.02,1.88
I1,27/08/2022,Juventus,Roma,1,1,D,2.49,3.23,3.22,2.15,1.78
I1,27/08/2022,Milan,Bologna,2,0,H,1.37,5.59,8.58,1.63,2.4
I1,27/08/2022,Spezia,Sassuolo,2,2,D,3.13,3.73,2.3,1.63,2.4
I1,28/08/2022,Salernitana,Sampdoria,4,0,H,2.53,3.21,3.18,2.04,1.87
I1,28/08/2022,Verona,Atalanta,0,1,A,4.49,4.08,1.8,1.66,2.34
I1,28/08/2022,Fiorentina,Napoli,0,0,D,3.45,3.71,2.16,1.72,2.22
I1,28/08/2022,Lecce,Empoli,1,1,D,2.45,3.42,3.12,1.87,2.05
I1,30/08/2022,Sassuolo,Milan,0,0,D,5.47,4.29,1.64,1.57,2.54
I1,30/08/2022,Inter,Cremonese,3,1,H,1.16,9.52,16.85,1.33,3.46
I1,30/08/2022,Roma,Monza,3,0,H,1.31,6.14,9.84,1.53,2.65
I1,31/08/2022,Empoli,Verona,1,1,D,2.79,3.39,2.71,1.87,2.05
I1,31/08/2022,Sampdoria,Lazio,1,1,D,4.25,3.78,1.91,1.91,2.0
I1,31/08/2022,Udinese,Fiorentina,1,0,H,2.74,3.55,2.67,1.83,2.07
I1,31/08/2022,Juventus,Spezia,2,0,H,1.29,5.91,11.23,1.71,2.23
I1,31/08/2022,Napoli,Lecce,1,1,D,1.27,6.48,11.48,1.47,2.78
I1,01/09/2022,Atalanta,Torino,3,1,H,1.73,3.86,5.36,1.76,2.18
I1,01/09/2022,Bologna,Salernitana,1,1,D,1.91,3.6,4.49,1.81,2.09
I1,03/09/2022,Fiorentina,Juventus,1,1,D,3.17,3.27,2.49,2.13,1.79
I1,03/09/2022,Milan,Inter,3,2,H,2.91,3.3,2.67,1.9,2.01
I1,03/09/2022,Lazio,Napoli,1,2,A,3.04,3.58,2.42,1.76,2.16
I1,04/09/2022,Cremonese,Sassuolo,0,0,D,3.1,3.64,2.35,1.7,2.26
I1,04/09/2022,Spezia,Bologna,2,2,D,3.18,3.24,2.5,1.93,1.98
I1,04/09/2022,Verona,Sampdoria,2,1,H,2.1,3.55,3.79,1.96,1.94
I1,04/09/2022,Udinese,Roma,4,0,H,4.11,3.71,1.96,1.87,2.04
I1,05/09/2022,Monza,Atalanta,0,2,A,5.51,4.39,1.63,1.66,2.35
I1,05/09/2022,Salernitana,Empoli,2,2,D,2.28,3.47,3.39,1.93,1.98
I1,05/09/2022,Torino,Lecce,1,0,H,1.77,3.61,5.51,1.9,2.01
I1,10/09/2022,Napoli,Spezia,1,0,H,1.26,6.62,11.46,1.49,2.72
I1,10/09/2022,Inter,Torino,1,0,H,1.47,4.9,7.14,1.7,2.27
I1,10/09/2022,Sampdoria,Milan,1,2,A,6.6,4.51,1.53,1.79,2.12
I1,11/09/2022,Atalanta,Cremonese,1,1,D,1.35,5.68,9.41,1.59,2.51
I1,11/09/2022,Bologna,Fiorentina,2,1,H,3.07,3.37,2.5,1.95,1.95
I1,11/09/2022,Lecce,Monza,1,1,D,2.37,3.35,3.31,2.03,1.88
I1,11/09/2022,Sassuolo,Udinese,1,3,A,2.73,3.59,2.65,1.71,2.25
I1,11/09/2022,Lazio,Verona,2,0,H,1.61,4.35,5.74,1.7,2.27
I1,11/09/2022,Juventus,Salernitana,2,2,D,1.44,4.86,8.08,1.82,2.09
I1,12/09/2022,Empoli,Roma,1,2,A,4.78,4.0,1.77,1.84,2.06
I1,16/09/2022,Salernitana,Lecce,1,2,A,2.3,3.35,3.46,2.07,1.85
I1,17/09/2022,Bologna,Empoli,0,1,A,2.17,3.57,3.54,1.91,2.0
I1,17/09/2022,Spezia,Sampdoria,2,1,H,2.78,3.24,2.82,2.1,1.81
I1,17/09/2022,Torino,Sassuolo,0,1,A,1.85,3.81,4.49,1.81,2.1
I1,18/09/2022,Udinese,Inter,3,1,H,4.07,3.89,1.92,1.75,2.19
I1,18/09/2022,Cremonese,Lazio,0,4,A,4.25,4.01,1.85,1.75,2.18
I1,18/09/2022,Fiorentina,Verona,2,0,H,1.84,3.86,4.53,1.82,2.08
I1,18/09/2022,Monza,Juventus,1,0,H,4.62,3.73,1.85,2.0,1.91
I1,18/09/2022,Roma,Atalanta,0,1,A,2.12,3.56,3.71,1.88,2.02
I1,18/09/2022,Milan,Napoli,1,2,A,2.18,3.57,3.54,1.93,1.98
I1,01/10/2022,Napoli,Torino,3,1,H,1.62,4.24,5.85,1.88,2.04
I1,01/10/2022,Inter,Roma,1,2,A,2.1,3.54,3.78,1.88,2.02
I1,01/10/2022,Empoli,Milan,1,3,A,5.65,4.24,1.63,1.83,2.07
I1,02/10/2022,Lazio,Spezia,4,0,H,1.42,5.15,7.98,1.65,2.37
I1,02/10/2022,Lecce,Cremonese,1,1,D,2.12,3.56,3.71,2.06,1.86
I1,02/10/2022,Sampdoria,Monza,0,3,A,2.39,3.35,3.27,2.0,1.91
I1,02/10/2022,Sassuolo,Salernitana,5,0,H,2.12,3.68,3.57,1.75,2.19
I1,02/10/2022,Atalanta,Fiorentina,1,0,H,1.99,3.64,4.05,1.93,1.98
I1,02/10/2022,Juventus,Bologna,3,0,H,1.53,4.43,6.79,1.88,2.03
I1,03/10/2022,Verona,Udinese,1,2,A,3.26,3.59,2.29,1.83,2.08
I1,08/10/2022,Sassuolo,Inter,1,2,A,4.61,4.34,1.74,1.65,2.36
I1,08/10/2022,Milan,Juventus,2,0,H,2.11,3.46,3.84,2.1,1.81
I1,08/10/2022,Bologna,Sampdoria,1,1,D,2.11,3.49,3.8,1.98,1.93
I1,09/10/2022,Torino,Empoli,1,1,D,1.78,3.68,5.23,2.09,1.82
I1,09/10/2022,Monza,Spezia,2,0,H,1.94,3.64,4.27,2.03,1.88
I1,09/10/2022,Salernitana,Verona,2,1,H,2.5,3.47,2.99,1.88,2.04
I1,09/10/2022,Udinese,Atalanta,2,2,D,2.61,3.47,2.85,1.89,2.01
I1,09/10/2022,Cremonese,Napoli,1,4,A,7.25,4.82,1.47,1.68,2.3
I1,09/10/2022,Roma,Lecce,2,1,H,1.37,5.15,9.95,1.87,2.04
I1,10/10/2022,Fiorentina,Lazio,0,4,A,2.55,3.5,2.91,1.88,2.03
I1,15/10/2022,Empoli,Monza,1,0,H,2.61,3.37,2.92,1.99,1.92
I1,15/10/2022,Torino,Juventus,0,1,A,3.13,3.19,2.57,2.32,1.68
I1,15/10/2022,Atalanta,Sassuolo,2,1,H,1.69,4.2,5.08,1.71,2.25
I1,16/10/2022,Inter,Salernitana,2,0,H,1.29,5.99,10.99,1.49,2.74
I1,16/10/2022,Lazio,Udinese,0,0,D,2.19,3.72,3.36,1.68,2.3
I1,16/10/2022,Spezia,Cremonese,2,2,D,2.55,3.14,3.21,2.05,1.87
I1,16/10/2022,Napoli,Bologna,3,2,H,1.26,6.19,13.19,1.57,2.52
I1,16/10/2022,Verona,Milan,1,2,A,6.38,4.26,1.58,1.78,2.14
I1,17/10/2022,Sampdoria,Roma,0,1,A,5.38,3.76,1.75,2.0,1.91
I1,17/10/2022,Lecce,Fiorentina,1,1,D,4.06,3.37,2.08,2.18,1.76
I1,21/10/2022,Juventus,Empoli,4,0,H,1.42,5.12,7.81,1.69,2.28
I1,22/10/2022,Salernitana,Spezia,1,0,H,2.04,3.59,3.94,1.97,1.93
I1,22/10/2022,Milan,Monza,4,1,H,1.42,4.98,8.24,1.69,2.29
I1,22/10/2022,Fiorentina,Inter,3,4,A,3.83,3.58,2.08,1.84,2.06
I1,23/10/2022,Udinese,Torino,1,2,A,2.05,3.4,4.15,2.07,1.85
I1,23/10/2022,Bologna,Lecce,2,0,H,2.21,3.26,3.78,2.27,1.7
I1,23/10/2022,Atalanta,Lazio,0,2,A,2.0,3.68,3.96,1.78,2.15
I1,23/10/2022,Roma,Napoli,0,1,A,2.95,3.61,2.47,1.83,2.07
I1,24/10/2022,Cremonese,Sampdoria,0,1,A,2.51,3.37,3.06,1.98,1.93
I1,24/10/2022,Sassuolo,Verona,2,1,H,1.99,3.75,3.92,1.74,2.21
I1,29/10/2022,Napoli,Sassuolo,4,0,H,1.31,5.9,10.07,1.46,2.83
I1,29/10/2022,Lecce,Juventus,0,1,A,4.75,3.42,1.92,2.24,1.72
I1,29/10/2022,Inter,Sampdoria,3,0,H,1.25,6.37,13.54,1.55,2.57
I1,30/10/2022,Empoli,Atalanta,0,2,A,4.63,3.86,1.82,1.83,2.08
I1,30/10/2022,Cremonese,Udinese,0,0,D,4.27,3.81,1.9,1.77,2.16
I1,30/10/2022,Spezia,Fiorentina,1,2,A,4.39,3.64,1.92,1.98,1.93
I1,30/10/2022,Lazio,Salernitana,1,3,A,1.5,4.68,6.98,1.68,2.3
I1,30/10/2022,Torino,Milan,2,1,H,3.74,3.41,2.16,2.17,1.76
I1,31/10/2022,Verona,Roma,1,3,A,4.52,3.61,1.9,1.98,1.93
I1,31/10/2022,Monza,Bologna,1,2,A,2.27,3.35,3.54,1.98,1.93
I1,04/11/2022,Udinese,Lecce,1,1,D,1.66,3.93,5.98,1.98,1.93
I1,05/11/2022,Empoli,Sassuolo,1,0,H,2.89,3.46,2.59,1.75,2.19
I1,05/11/2022,Salernitana,Cremonese,2,2,D,2.23,3.47,3.49,2.03,1.88
I1,05/11/2022,Atalanta,Napoli,1,2,A,3.48,3.81,2.11,1.69,2.28
I1,05/11/2022,Milan,Spezia,2,1,H,1.22,6.78,15.73,1.6,2.46
I1,06/11/2022,Bologna,Torino,2,1,H,3.18,3.14,2.57,2.34,1.66
I1,06/11/2022,Monza,Verona,2,0,H,2.25,3.44,3.47,1.91,1.99
I1,06/11/2022,Sampdoria,Fiorentina,0,2,A,4.29,3.54,1.97,2.09,1.83
I1,06/11/2022,Roma,Lazio,0,1,A,2.07,3.52,3.91,1.97,1.93
I1,06/11/2022,Juventus,Inter,2,0,H,3.19,3.34,2.44,2.02,1.89
I1,08/11/2022,Napoli,Empoli,2,0,H,1.25,6.83,11.79,1.4,3.07
I1,08/11/2022,Spezia,Udinese,1,1,D,4.13,3.6,1.99,1.98,1.93
I1,08/11/2022,Cremonese,Milan,0,0,D,6.23,4.2,1.6,1.77,2.16
I1,09/11/2022,Lecce,Atalanta,2,1,H,5.03,3.63,1.82,2.1,1.81
I1,09/11/2022,Sassuolo,Roma,1,1,D,3.62,3.65,2.12,1.85,2.07
I1,09/11/2022,Fiorentina,Salernitana,2,1,H,1.56,4.45,6.17,1.78,2.15
I1,09/11/2022,Inter,Bologna,6,1,H,1.32,5.77,10.64,1.57,2.54
I1,09/11/2022,Torino,Sampdoria,2,0,H,1.64,3.95,6.17,2.17,1.76
I1,10/11/2022,Verona,Juventus,0,1,A,5.63,3.82,1.71,2.01,1.89
I1,10/11/2022,Lazio,Monza,1,0,H,1.62,4.24,5.83,1.76,2.17
I1,11/11/2022,Empoli,Cremonese,2,0,H,2.6,3.41,2.91,1.95,1.95
I1,12/11/2022,Napoli,Udinese,3,2,H,1.49,4.86,6.78,1.6,2.48
I1,12/11/2022,Sampdoria,Lecce,0,2,A,2.77,3.06,2.99,2.5,1.59
I1,12/11/2022,Bologna,Sassuolo,3,0,H,2.38,3.56,3.13,1.84,2.06
I1,13/11/2022,Atalanta,Inter,2,3,A,3.2,3.69,2.28,1.74,2.2
I1,13/11/2022,Monza,Salernitana,3,0,H,2.15,3.39,3.81,1.89,2.02
I1,13/11/2022,Roma,Torino,1,1,D,1.95,3.49,4.46,2.27,1.7
I1,13/11/2022,Verona,Spezia,1,2,A,2.14,3.54,3.66,1.93,1.98
I1,13/11/2022,Milan,Fiorentina,2,1,H,1.73,3.94,5.18,1.91,2.0
I1,13/11/2022,Juventus,Lazio,3,0,H,2.03,3.48,4.11,2.07,1.85
I1,04/01/2023,Salernitana,Milan,1,2,A,6.95,4.56,1.51,1.76,2.16
I1,04/01/2023,Sassuolo,Sampdoria,1,2,A,1.78,3.89,4.86,1.98,1.93
I1,04/01/2023,Spezia,Atalanta,2,2,D,4.84,4.15,1.74,1.75,2.18
I1,04/01/2023,Torino,Verona,1,1,D,1.85,3.69,4.68,2.05,1.87
I1,04/01/2023,Lecce,Lazio,2,1,H,3.91,3.35,2.13,2.36,1.65
I1,04/01/2023,Roma,Bologna,1,0,H,1.65,3.96,5.96,2.09,1.83
I1,04/01/2023,Cremonese,Juventus,0,1,A,5.28,3.85,1.74,2.05,1.87
I1,04/01/2023,Fiorentina,Monza,1,1,D,1.74,4.02,5.04,1.92,1.98
I1,04/01/2023,Inter,Napoli,1,0,H,2.36,3.46,3.23,1.71,2.24
I1,04/01/2023,Udinese,Empoli,1,1,D,1.65,3.92,6.19,1.74,2.2
I1,07/01/2023,Fiorentina,Sassuolo,2,1,H,1.75,4.03,4.88,1.78,2.14
I1,07/01/2023,Juventus,Udinese,1,0,H,1.78,3.84,4.99,2.01,1.9
I1,07/01/2023,Monza,Inter,2,2,D,5.76,4.48,1.59,1.69,2.29
I1,08/01/2023,Salernitana,Torino,1,1,D,3.83,3.29,2.19,2.2,1.74
I1,08/01/2023,Lazio,Empoli,2,2,D,1.56,4.45,6.23,1.76,2.16
I1,08/01/2023,Spezia,Lecce,0,0,D,2.7,3.09,3.05,2.2,1.74
I1,08/01/2023,Sampdoria,Napoli,0,2,A,8.94,5.04,1.4,1.79,2.13
I1,08/01/2023,Milan,Roma,2,2,D,1.89,3.66,4.5,2.11,1.8
I1,09/01/2023,Verona,Cremonese,2,0,H,2.09,3.39,4.0,1.96,1.94
I1,09/01/2023,Bologna,Atalanta,1,2,A,3.48,3.51,2.22,1.91,2.0
I1,13/01/2023,Napoli,Juventus,5,1,H,1.99,3.54,4.2,2.09,1.81
I1,14/01/2023,Cremonese,Monza,2,3,A,2.91,3.39,2.61,2.08,1.82
I1,14/01/2023,Lecce,Milan,2,2,D,6.08,4.01,1.64,2.06,1.85
I1,14/01/2023,Inter,Verona,1,0,H,1.31,6.24,9.9,1.53,2.67
I1,15/01/2023,Sassuolo,Lazio,0,2,A,3.29,3.76,2.21,1.81,2.11
I1,15/01/2023,Torino,Spezia,0,1,A,1.65,3.97,5.96,2.08,1.83
I1,15/01/2023,Udinese,Bologna,1,2,A,1.98,3.48,4.34,2.01,1.89
I1,15/01/2023,Atalanta,Salernitana,8,2,H,1.41,5.26,8.04,1.61,2.45
I1,15/01/2023,Roma,Fiorentina,2,0,H,2.02,3.62,3.98,2.09,1.82
I1,16/01/2023,Empoli,Sampdoria,1,0,H,2.29,3.11,3.79,2.26,1.7
I1,21/01/2023,Verona,Lecce,2,0,H,2.46,3.07,3.44,2.41,1.63
I1,21/01/2023,Salernitana,Napoli,0,2,A,9.36,5.7,1.34,1.59,2.49
I1,21/01/2023,Fiorentina,Torino,0,1,A,2.16,3.4,3.77,2.23,1.72
I1,22/01/2023,Sampdoria,Udinese,0,1,A,3.74,3.4,2.17,2.17,1.76
I1,22/01/2023,Monza,Sassuolo,1,1,D,2.25,3.45,3.47,1.83,2.08
I1,22/01/2023,Spezia,Roma,0,2,A,4.73,3.67,1.85,2.1,1.81
I1,22/01/2023,Juventus,Atalanta,3,3,D,2.2,3.47,3.57,2.07,1.85
I1,23/01/2023,Bologna,Cremonese,1,1,D,1.95,3.37,4.68,2.11,1.8
I1,23/01/2023,Inter,Empoli,0,1,A,1.3,6.08,10.1,1.6,2.44
I1,24/01/2023,Lazio,Milan,4,0,H,3.18,3.37,2.28,1.89,1.93
I1,27/01/2023,Bologna,Spezia,2,0,H,1.9,3.47,4.8,2.24,1.71
I1,27/01/2023,Lecce,Salernitana,1,2,A,1.85,3.52,5.01,2.21,1.74
I1,28/01/2023,Empoli,Torino,2,2,D,3.36,3.15,2.46,2.31,1.68
I1,28/01/2023,Cremonese,Inter,1,2,A,6.88,4.57,1.51,1.73,2.22
I1,28/01/2023,Atalanta,Sampdoria,2,0,H,1.37,5.37,9.21,1.71,2.25
I1,29/01/2023,Milan,Sassuolo,2,5,A,1.5,4.88,6.45,1.55,2.61
I1,29/01/2023,Juventus,Monza,0,2,A,1.56,4.12,7.16,1.96,1.93
I1,29/01/2023,Lazio,Fiorentina,1,1,D,2.13,3.37,3.9,2.04,1.88
I1,29/01/2023,Napoli,Roma,2,1,H,1.77,3.83,5.05,2.03,1.88
I1,30/01/2023,Udinese,Verona,1,1,D,1.89,3.67,4.49,2.02,1.89
I1,04/02/2023,Cremonese,Lecce,0,2,A,2.76,3.15,2.93,2.45,1.61
I1,04/02/2023,Roma,Empoli,2,0,H,1.52,4.29,7.41,2.03,1.88
I1,04/02/2023,Sassuolo,Atalanta,1,0,H,3.84,3.95,1.96,1.63,2.42
I1,05/02/2023,Spezia,Napoli,0,3,A,8.83,5.39,1.38,1.69,2.29
I1,05/02/2023,Torino,Udinese,1,0,H,2.39,3.14,3.51,2.24,1.72
I1,05/02/2023,Fiorentina,Bologna,1,2,A,1.85,3.64,4.83,2.1,1.81
I1,05/02/2023,Inter,Milan,1,0,H,2.01,3.61,4.02,1.85,2.06
I1,06/02/2023,Verona,Lazio,1,1,D,4.0,3.57,2.03,2.11,1.8
I1,06/02/2023,Monza,Sampdoria,2,2,D,1.85,3.57,4.96,2.16,1.77
I1,07/02/2023,Salernitana,Juventus,0,3,A,7.38,4.32,1.52,2.02,1.89
I1,10/02/2023,Milan,Torino,1,0,H,1.84,3.56,4.98,2.23,1.72
I1,11/02/2023,Empoli,Spezia,2,2,D,2.07,3.47,3.99,2.08,1.82
I1,11/02/2023,Lecce,Roma,1,1,D,4.46,3.34,2.0,2.49,1.59
I1,11/02/2023,Lazio,Atalanta,0,2,A,2.45,3.49,3.06,1.9,2.01
I1,12/02/2023,Udinese,Sassuolo,2,2,D,2.11,3.54,3.76,1.8,2.11
I1,12/02/2023,Bologna,Monza,0,1,A,2.26,3.36,3.54,2.14,1.78
I1,12/02/2023,Juventus,Fiorentina,1,0,H,1.88,3.65,4.55,2.09,1.83
I1,12/02/2023,Napoli,Cremonese,3,0,H,1.19,7.51,17.21,1.47,2.79
I1,13/02/2023,Verona,Salernitana,1,0,H,1.87,3.47,4.96,2.03,1.88
I1,13/02/2023,Sampdoria,Inter,0,0,D,8.3,4.73,1.44,1.88,2.02
I1,17/02/2023,Sassuolo,Napoli,0,2,A,5.54,4.24,1.65,1.76,2.17
I1,18/02/2023,Sampdoria,Bologna,1,2,A,3.38,3.16,2.44,2.42,1.62
I1,18/02/2023,Monza,Milan,0,1,A,3.87,3.4,2.13,2.1,1.81
I1,18/02/2023,Inter,Udinese,3,1,H,1.54,4.49,6.46,1.79,2.13
I1,19/02/2023,Atalanta,Lecce,1,2,A,1.53,4.49,6.78,1.86,2.05
I1,19/02/2023,Fiorentina,Empoli,1,1,D,1.65,4.16,5.57,1.88,2.02
I1,19/02/2023,Salernitana,Lazio,0,2,A,5.32,4.03,1.7,1.95,1.95
I1,19/02/2023,Spezia,Juventus,0,2,A,6.09,3.99,1.64,2.11,1.8
I1,19/02/2023,Roma,Verona,1,0,H,1.66,3.77,6.32,2.32,1.68
I1,20/02/2023,Torino,Cremonese,2,2,D,1.69,3.85,5.75,2.17,1.76
I1,25/02/2023,Empoli,Napoli,0,2,A,7.17,4.83,1.47,1.72,2.22
I1,25/02/2023,Lecce,Sassuolo,0,1,A,2.59,3.08,3.0,2.15,1.72
I1,26/02/2023,Bologna,Inter,1,0,H,4.84,3.81,1.72,1.96,1.88
I1,26/02/2023,Salernitana,Monza,3,0,H,3.61,3.39,2.11,1.99,1.85
I1,26/02/2023,Udinese,Spezia,2,2,D,1.68,3.91,5.09,1.86,1.97
I1,26/02/2023,Milan,Atalanta,2,0,H,2.19,3.3,3.51,1.89,1.94
I1,27/02/2023,Verona,Fiorentina,0,3,A,3.38,3.39,2.32,2.26,1.7
